Timestamp,Source,Person,Key,Value_X,Value_Y,Value_Z,Conf
1773142274.192294,PC1,0,0,0.69867,0.54993,-0.93575,0.9993348717689514
1773142274.192294,PC1,0,1,0.72659,0.47427,-0.92092,0.9989229440689087
1773142274.192294,PC1,0,2,0.74828,0.46648,-0.92124,0.9989522099494934
1773142274.192294,PC1,0,3,0.76978,0.45918,-0.92163,0.9988588094711304
1773142274.192294,PC1,0,4,0.68436,0.48998,-0.88551,0.9987794756889343
1773142274.192294,PC1,0,5,0.67391,0.49453,-0.88484,0.9986996650695801
1773142274.192294,PC1,0,6,0.66322,0.49974,-0.88521,0.9985679388046265
1773142274.192294,PC1,0,7,0.81586,0.47068,-0.61326,0.9991321563720703
1773142274.192294,PC1,0,8,0.67611,0.50961,-0.43458,0.9988576173782349
1773142274.192294,PC1,0,9,0.75002,0.61626,-0.8097,0.9997506737709045
1773142274.192294,PC1,0,10,0.6978,0.62557,-0.75725,0.9996413588523865
1773142274.192294,PC1,0,11,0.95977,0.70969,-0.42166,0.9975883960723877
1773142274.192294,PC1,0,12,0.63488,0.74656,-0.13607,0.9988734126091003
1773142274.192294,PC1,0,13,1.06577,1.17047,-0.53759,0.6189647316932678
1773142274.192294,PC1,0,14,0.56769,1.12778,-0.26696,0.5590447187423706
1773142274.192294,PC1,0,15,0.9726,0.91647,-1.14032,0.11275532096624374
1773142274.192294,PC1,0,16,0.65354,1.33536,-0.53365,0.18327276408672333
1773142274.192294,PC1,0,17,0.94837,0.82763,-1.10715,0.09366407245397568
1773142274.192294,PC1,0,18,0.63652,1.43162,-0.61184,0.17043207585811615
1773142274.192294,PC1,0,19,0.94366,0.86483,-1.17454,0.12915590405464172
1773142274.192294,PC1,0,20,0.68821,1.59944,-0.50351,0.22019743919372559
1773142274.192294,PC1,0,21,0.9569,0.8301,-1.01169,0.12528041005134583
1773142274.192294,PC1,0,22,0.6975,1.55405,-0.38186,0.2326473742723465
1773142274.192294,PC1,0,23,0.85629,1.77218,-0.0858,0.00800603162497282
1773142274.192294,PC1,0,24,0.62776,1.62716,0.0883,0.0070423646830022335
1773142274.192294,PC1,0,25,0.70962,2.45255,0.04366,0.005705541465431452
1773142274.192294,PC1,0,26,0.51581,2.32978,0.2184,0.0029381022322922945
1773142274.192294,PC1,0,27,0.56689,3.05225,0.56553,0.0013778017600998282
1773142274.192294,PC1,0,28,0.40126,2.94346,0.58946,0.0003507118672132492
1773142274.192294,PC1,0,29,0.55954,3.13612,0.59855,0.0004862617061007768
1773142274.192294,PC1,0,30,0.38563,3.02349,0.61914,0.0011288197711110115
1773142274.192294,PC1,0,31,0.49142,3.22083,0.1931,0.0005011437460780144
1773142274.192294,PC1,0,32,0.36927,3.1442,0.17554,0.0007571245077997446
1773142274.192294,PC1,0,Angle_Shoulder_L,146.13,,,
1773142274.192294,PC1,0,Angle_Shoulder_R,144.63,,,
1773142274.192294,PC1,0,Length_UpperArm_L,0.4868,,,
1773142274.192294,PC1,0,Length_UpperArm_R,0.4086,,,
1773142274.192294,PC1,0,Width_Shoulder,0.4341,,,
1773142274.2274492,PC1,0,0,0.70031,0.55059,-0.9374,0.9991995096206665
1773142274.2274492,PC1,0,1,0.7281,0.47481,-0.92121,0.9985975027084351
1773142274.2274492,PC1,0,2,0.74978,0.46697,-0.92145,0.998684823513031
1773142274.2274492,PC1,0,3,0.77132,0.45962,-0.92187,0.9985083937644958
1773142274.2274492,PC1,0,4,0.68591,0.49073,-0.88744,0.9984260201454163
1773142274.2274492,PC1,0,5,0.67529,0.49538,-0.8868,0.9984065294265747
1773142274.2274492,PC1,0,6,0.66459,0.50064,-0.88721,0.998214840888977
1773142274.2274492,PC1,0,7,0.81759,0.47099,-0.6101,0.9988651275634766
1773142274.2274492,PC1,0,8,0.6777,0.51028,-0.43836,0.9986315369606018
1773142274.2274492,PC1,0,9,0.75225,0.61703,-0.81016,0.9997038245201111
1773142274.2274492,PC1,0,10,0.69969,0.6265,-0.75946,0.9995787143707275
1773142274.2274492,PC1,0,11,0.96103,0.71,-0.41295,0.9975267648696899
1773142274.2274492,PC1,0,12,0.63556,0.74711,-0.15051,0.9988709092140198
1773142274.2274492,PC1,0,13,1.06738,1.17363,-0.52216,0.602521538734436
1773142274.2274492,PC1,0,14,0.57209,1.13543,-0.2666,0.5605558753013611
1773142274.2274492,PC1,0,15,0.9726,0.91647,-1.14032,0.10466567426919937
1773142274.2274492,PC1,0,16,0.65354,1.33536,-0.53365,0.17387504875659943
1773142274.2274492,PC1,0,17,0.94837,0.82763,-1.10715,0.08707723021507263
1773142274.2274492,PC1,0,18,0.63652,1.43162,-0.61184,0.1615995317697525
1773142274.2274492,PC1,0,19,0.94366,0.86483,-1.17454,0.12044908851385117
1773142274.2274492,PC1,0,20,0.68821,1.59944,-0.50351,0.20961454510688782
1773142274.2274492,PC1,0,21,0.9569,0.8301,-1.01169,0.11721212416887283
1773142274.2274492,PC1,0,22,0.6975,1.55405,-0.38186,0.221099391579628
1773142274.2274492,PC1,0,23,0.85629,1.77218,-0.0858,0.0076505327597260475
1773142274.2274492,PC1,0,24,0.62776,1.62716,0.0883,0.006783232092857361
1773142274.2274492,PC1,0,25,0.70962,2.45255,0.04366,0.005413990933448076
1773142274.2274492,PC1,0,26,0.51581,2.32978,0.2184,0.002861714456230402
1773142274.2274492,PC1,0,27,0.56689,3.05225,0.56553,0.0013043901417404413
1773142274.2274492,PC1,0,28,0.40126,2.94346,0.58946,0.0003407593467272818
1773142274.2274492,PC1,0,29,0.55954,3.13612,0.59855,0.00046275422209873796
1773142274.2274492,PC1,0,30,0.38563,3.02349,0.61914,0.0010839221067726612
1773142274.2274492,PC1,0,31,0.49142,3.22083,0.1931,0.0004914775490760803
